hilbert,,100000,10000,0.0249729,8781863
mo,0.5,100000,10000,0.0234691,11544373
mo,1.0,100000,10000,0.0196509,8384947
mo,1.1,100000,10000,0.0184055,8241181
mo,1.2,100000,10000,0.0182428,8187943
mo,1.3,100000,10000,0.0227447,8195753
mo,1.4,100000,10000,0.0216815,8267231
mo,1.5,100000,10000,0.0263634,8391639
mo,2,100000,10000,0.02539,9200141
hilbert,,100000,10000,0.0249784,8827013
mo,0.5,100000,10000,0.0237852,11589726
mo,1.0,100000,10000,0.0187868,8407025
mo,1.1,100000,10000,0.0182501,8259432
mo,1.2,100000,10000,0.0183727,8265436
mo,1.3,100000,10000,0.0184358,8252144
mo,1.4,100000,10000,0.0179297,8307987
mo,1.5,100000,10000,0.0191333,8371462
mo,2,100000,10000,0.0263624,9246065
hilbert,,100000,10000,0.0247536,8771937
mo,0.5,100000,10000,0.0233858,11551031
mo,1.0,100000,10000,0.0188266,8391061
mo,1.1,100000,10000,0.0207226,8277668
mo,1.2,100000,10000,0.0184317,8175489
mo,1.3,100000,10000,0.0186724,8246840
mo,1.4,100000,10000,0.0190625,8317451
mo,1.5,100000,10000,0.0190563,8364146
mo,2,100000,10000,0.0182681,9169322
hilbert,,100000,10000,0.0249275,8755967
mo,0.5,100000,10000,0.0231373,11544105
mo,1.0,100000,10000,0.0192824,8373507
mo,1.1,100000,10000,0.018251,8235047
mo,1.2,100000,10000,0.0228317,8201583
mo,1.3,100000,10000,0.020169,8250461
mo,1.4,100000,10000,0.0179618,8277691
mo,1.5,100000,10000,0.0188026,8441405
mo,2,100000,10000,0.0193613,9377317
hilbert,,100000,10000,0.0257924,8824480
mo,0.5,100000,10000,0.0236393,11566862
mo,1.0,100000,10000,0.019817,8363442
mo,1.1,100000,10000,0.0188934,8265164
mo,1.2,100000,10000,0.019143,8276591
mo,1.3,100000,10000,0.0182631,8290051
mo,1.4,100000,10000,0.0183274,8335071
mo,1.5,100000,10000,0.0188707,8440418
mo,2,100000,10000,0.0191403,9264182
hilbert,,100000,10000,0.0253399,8807584
mo,0.5,100000,10000,0.0237618,11524355
mo,1.0,100000,10000,0.022332,8398826
mo,1.1,100000,10000,0.019848,8308303
mo,1.2,100000,10000,0.0184223,8207434
mo,1.3,100000,10000,0.0199251,8289696
mo,1.4,100000,10000,0.0192739,8347704
mo,1.5,100000,10000,0.018025,8385491
mo,2,100000,10000,0.0223502,9264337
hilbert,,100000,10000,0.0257901,8823525
mo,0.5,100000,10000,0.0227375,11563309
mo,1.0,100000,10000,0.0189484,8329545
mo,1.1,100000,10000,0.0233338,8259357
mo,1.2,100000,10000,0.023739,8218975
mo,1.3,100000,10000,0.0186496,8226291
mo,1.4,100000,10000,0.0185091,8291823
mo,1.5,100000,10000,0.0178839,8337197
mo,2,100000,10000,0.0193423,9215529
hilbert,,100000,10000,0.0247866,8799966
mo,0.5,100000,10000,0.0234689,11560152
mo,1.0,100000,10000,0.0182767,8351820
mo,1.1,100000,10000,0.0185799,8307001
mo,1.2,100000,10000,0.019654,8293133
mo,1.3,100000,10000,0.0199766,8214931
mo,1.4,100000,10000,0.0187737,8279434
mo,1.5,100000,10000,0.0181276,8412635
mo,2,100000,10000,0.0188677,9272571
hilbert,,100000,10000,0.0255757,8835769
mo,0.5,100000,10000,0.0224219,11542093
mo,1.0,100000,10000,0.018771,8377897
mo,1.1,100000,10000,0.0170955,8313172
mo,1.2,100000,10000,0.0171142,8258641
mo,1.3,100000,10000,0.0174869,8306447
mo,1.4,100000,10000,0.0172617,8388919
mo,1.5,100000,10000,0.0170686,8446131
mo,2,100000,10000,0.0179378,9284092
hilbert,,100000,10000,0.025334,8777627
mo,0.5,100000,10000,0.0216094,11557275
mo,1.0,100000,10000,0.0184193,8379126
mo,1.1,100000,10000,0.0227584,8280371
mo,1.2,100000,10000,0.0183382,8180573
mo,1.3,100000,10000,0.0179453,8272403
mo,1.4,100000,10000,0.0167342,8289417
mo,1.5,100000,10000,0.018522,8436137
mo,2,100000,10000,0.0186553,9287416
hilbert,,100000,100000,0.0875331,27743671
mo,0.5,100000,100000,0.0758209,36811313
mo,1.0,100000,100000,0.0601736,26437625
mo,1.1,100000,100000,0.0595949,26040339
mo,1.2,100000,100000,0.0585758,25886903
mo,1.3,100000,100000,0.0629032,25908781
mo,1.4,100000,100000,0.0613644,26121853
mo,1.5,100000,100000,0.0592908,26408197
mo,2,100000,100000,0.0659345,29121134
hilbert,,100000,100000,0.0873304,27740444
mo,0.5,100000,100000,0.085231,36803079
mo,1.0,100000,100000,0.06579,26415637
mo,1.1,100000,100000,0.0627653,26030907
mo,1.2,100000,100000,0.0631033,25868531
mo,1.3,100000,100000,0.0614656,25959505
mo,1.4,100000,100000,0.0610362,26116143
mo,1.5,100000,100000,0.0624342,26424141
mo,2,100000,100000,0.0624097,29048500
hilbert,,100000,100000,0.0881311,27742548
mo,0.5,100000,100000,0.0774063,36796317
mo,1.0,100000,100000,0.0633046,26380286
mo,1.1,100000,100000,0.0616813,26038527
mo,1.2,100000,100000,0.0651751,25898505
mo,1.3,100000,100000,0.0633144,25889209
mo,1.4,100000,100000,0.0602703,26132055
mo,1.5,100000,100000,0.058976,26382955
mo,2,100000,100000,0.0609558,29065169
hilbert,,100000,100000,0.0875149,27730183
mo,0.5,100000,100000,0.0877138,36800747
mo,1.0,100000,100000,0.0644086,26375054
mo,1.1,100000,100000,0.0627534,26030731
mo,1.2,100000,100000,0.0612216,25898242
mo,1.3,100000,100000,0.0609206,25934815
mo,1.4,100000,100000,0.0622925,26235832
mo,1.5,100000,100000,0.0611284,26479201
mo,2,100000,100000,0.0697279,29096533
hilbert,,100000,100000,0.0907536,27721778
mo,0.5,100000,100000,0.0774427,36797048
mo,1.0,100000,100000,0.0668383,26394184
mo,1.1,100000,100000,0.0616335,26007310
mo,1.2,100000,100000,0.0602318,25876694
mo,1.3,100000,100000,0.0609627,25967740
mo,1.4,100000,100000,0.0620498,26047555
mo,1.5,100000,100000,0.0592504,26401682
mo,2,100000,100000,0.0613051,29048335
hilbert,,100000,100000,0.0871094,27729039
mo,0.5,100000,100000,0.07659,36797355
mo,1.0,100000,100000,0.0640356,26369619
mo,1.1,100000,100000,0.0637196,26017811
mo,1.2,100000,100000,0.0642955,25855915
mo,1.3,100000,100000,0.0640037,25978927
mo,1.4,100000,100000,0.0596008,26096093
mo,1.5,100000,100000,0.0612711,26348177
mo,2,100000,100000,0.0598919,29080665
hilbert,,100000,100000,0.0876169,27686815
mo,0.5,100000,100000,0.0792974,36789637
mo,1.0,100000,100000,0.0644323,26432429
mo,1.1,100000,100000,0.0620997,26055887
mo,1.2,100000,100000,0.0631959,25920307
mo,1.3,100000,100000,0.0615047,25905587
mo,1.4,100000,100000,0.0742779,26132047
mo,1.5,100000,100000,0.0599411,26418363
mo,2,100000,100000,0.0633518,29092671
hilbert,,100000,100000,0.0909836,27724415
mo,0.5,100000,100000,0.0802694,36819271
mo,1.0,100000,100000,0.0631308,26414461
mo,1.1,100000,100000,0.0688207,26003907
mo,1.2,100000,100000,0.066245,25913177
mo,1.3,100000,100000,0.0716174,25936777
mo,1.4,100000,100000,0.0621331,26117303
mo,1.5,100000,100000,0.06128,26435067
mo,2,100000,100000,0.0668389,29058335
hilbert,,100000,100000,0.0937593,27738831
mo,0.5,100000,100000,0.0767705,36787166
mo,1.0,100000,100000,0.0631471,26384058
mo,1.1,100000,100000,0.0778867,26057158
mo,1.2,100000,100000,0.0618431,25935669
mo,1.3,100000,100000,0.0610363,25922012
mo,1.4,100000,100000,0.061719,26102068
mo,1.5,100000,100000,0.0629397,26392396
mo,2,100000,100000,0.0618136,29176674
hilbert,,100000,100000,0.0981944,27796507
mo,0.5,100000,100000,0.0799175,36808645
mo,1.0,100000,100000,0.0642689,26457593
mo,1.1,100000,100000,0.0619169,26032941
mo,1.2,100000,100000,0.0629017,25906575
mo,1.3,100000,100000,0.0607571,25927457
mo,1.4,100000,100000,0.0611278,26134799
mo,1.5,100000,100000,0.0622136,26465847
mo,2,100000,100000,0.0623983,29222845
hilbert,,100000,100000,0.085963,27781974
mo,0.5,100000,100000,0.0837787,36794626
mo,1.0,100000,100000,0.0641137,26430319
mo,1.1,100000,100000,0.0648646,26074659
mo,1.2,100000,100000,0.0665892,25891516
mo,1.3,100000,100000,0.0627024,25970081
mo,1.4,100000,100000,0.0616167,26134412
mo,1.5,100000,100000,0.0613754,26472395
mo,2,100000,100000,0.070087,29073972
hilbert,,100000,100000,0.0864117,27698682
mo,0.5,100000,100000,0.0803382,36758383
mo,1.0,100000,100000,0.0666906,26395025
mo,1.1,100000,100000,0.0614334,25993382
mo,1.2,100000,100000,0.0641278,25868343
mo,1.3,100000,100000,0.0630866,25871846
mo,1.4,100000,100000,0.059925,26031911
mo,1.5,100000,100000,0.0610165,26365044
mo,2,100000,100000,0.0631222,28968991
hilbert,,100000,100000,0.0868998,27699579
mo,0.5,100000,100000,0.075631,36789979
mo,1.0,100000,100000,0.0651691,26406471
mo,1.1,100000,100000,0.0683036,26018615
mo,1.2,100000,100000,0.0617402,25933843
mo,1.3,100000,100000,0.0623293,25935895
mo,1.4,100000,100000,0.0720106,26131041
mo,1.5,100000,100000,0.0599981,26401385
mo,2,100000,100000,0.0609077,29056066
hilbert,,100000,100000,0.0889039,27710193
mo,0.5,100000,100000,0.0777133,36795347
mo,1.0,100000,100000,0.0628983,26417255
mo,1.1,100000,100000,0.0720369,25995014
mo,1.2,100000,100000,0.0621251,25875359
mo,1.3,100000,100000,0.0627351,25949485
mo,1.4,100000,100000,0.0649156,26148979
mo,1.5,100000,100000,0.062632,26415129
mo,2,100000,100000,0.0637236,29048657
hilbert,,100000,100000,0.090796,27690356
mo,0.5,100000,100000,0.0782725,36805665
mo,1.0,100000,100000,0.0646996,26387915
mo,1.1,100000,100000,0.0615711,25998715
mo,1.2,100000,100000,0.0685242,25892493
mo,1.3,100000,100000,0.0620434,25894423
mo,1.4,100000,100000,0.0602359,26089023
mo,1.5,100000,100000,0.0600528,26394501
mo,2,100000,100000,0.0617218,29117092
hilbert,,100000,1000000,0.562355,87502151
mo,0.5,100000,1000000,0.436687,116536723
mo,1.0,100000,1000000,0.389517,83384519
mo,1.1,100000,1000000,0.435415,82204333
mo,1.2,100000,1000000,0.444257,81780357
mo,1.3,100000,1000000,0.401782,81881527
mo,1.4,100000,1000000,0.398946,82505203
mo,1.5,100000,1000000,0.39725,83424085
mo,2,100000,1000000,0.405043,91737865
hilbert,,100000,1000000,0.561303,87432496
mo,0.5,100000,1000000,0.44114,116538542
mo,1.0,100000,1000000,0.38768,83374006
mo,1.1,100000,1000000,0.405953,82166596
mo,1.2,100000,1000000,0.381854,81759332
mo,1.3,100000,1000000,0.372371,81868104
mo,1.4,100000,1000000,0.394237,82424705
mo,1.5,100000,1000000,0.397034,83383998
mo,2,100000,1000000,0.383962,91710261
hilbert,,100000,1000000,0.57393,87483275
mo,0.5,100000,1000000,0.444357,116545357
mo,1.0,100000,1000000,0.393464,83357070
mo,1.1,100000,1000000,0.426024,82177229
mo,1.2,100000,1000000,0.416573,81734217
mo,1.3,100000,1000000,0.386047,81894785
mo,1.4,100000,1000000,0.401618,82450479
mo,1.5,100000,1000000,0.402684,83418415
mo,2,100000,1000000,0.382171,91718097
hilbert,,100000,1000000,0.549575,87417713
mo,0.5,100000,1000000,0.442505,116533955
mo,1.0,100000,1000000,0.384717,83361399
mo,1.1,100000,1000000,0.402748,82167903
mo,1.2,100000,1000000,0.415682,81768713
mo,1.3,100000,1000000,0.391434,81856709
mo,1.4,100000,1000000,0.376516,82460214
mo,1.5,100000,1000000,0.380808,83392079
mo,2,100000,1000000,0.377966,91770135
hilbert,,100000,1000000,0.56277,87425618
mo,0.5,100000,1000000,0.435422,116518696
mo,1.0,100000,1000000,0.426948,83326540
mo,1.1,100000,1000000,0.412348,82151956
mo,1.2,100000,1000000,0.400521,81719866
mo,1.3,100000,1000000,0.414333,81822326
mo,1.4,100000,1000000,0.395015,82511462
mo,1.5,100000,1000000,0.398366,83364836
mo,2,100000,1000000,0.396431,91725567
hilbert,,100000,1000000,0.589259,87478246
mo,0.5,100000,1000000,0.463198,116546298
mo,1.0,100000,1000000,0.399799,83403612
mo,1.1,100000,1000000,0.414643,82194812
mo,1.2,100000,1000000,0.391316,81763034
mo,1.3,100000,1000000,0.388793,81917448
mo,1.4,100000,1000000,0.377551,82454827
mo,1.5,100000,1000000,0.394102,83497470
mo,2,100000,1000000,0.397254,91850607
hilbert,,100000,1000000,0.605438,87384335
mo,0.5,100000,1000000,0.454816,116545463
mo,1.0,100000,1000000,0.396209,83367549
mo,1.1,100000,1000000,0.621231,82209605
mo,1.2,100000,1000000,0.51963,81811083
mo,1.3,100000,1000000,0.410656,81817235
mo,1.4,100000,1000000,0.391141,82458328
mo,1.5,100000,1000000,0.43663,83419423
mo,2,100000,1000000,0.408639,91786070
hilbert,,100000,1000000,0.585614,87427093
mo,0.5,100000,1000000,0.451106,116540261
mo,1.0,100000,1000000,0.393761,83405499
mo,1.1,100000,1000000,0.404093,82204359
mo,1.2,100000,1000000,0.39649,81752193
mo,1.3,100000,1000000,0.384602,81892441
mo,1.4,100000,1000000,0.383597,82432392
mo,1.5,100000,1000000,0.398596,83424805
mo,2,100000,1000000,0.386291,91742606
hilbert,,100000,1000000,0.586572,87470546
mo,0.5,100000,1000000,0.437271,116559607
mo,1.0,100000,1000000,0.398681,83379586
mo,1.1,100000,1000000,0.409535,82202245
mo,1.2,100000,1000000,0.396328,81741974
mo,1.3,100000,1000000,0.38445,81925090
mo,1.4,100000,1000000,0.384728,82448017
mo,1.5,100000,1000000,0.381053,83432945
mo,2,100000,1000000,0.405784,91749802
hilbert,,100000,1000000,0.575902,87488867
mo,0.5,100000,1000000,0.478413,116545487
mo,1.0,100000,1000000,0.440426,83395015
mo,1.1,100000,1000000,0.419206,82143697
mo,1.2,100000,1000000,0.461119,81768893
mo,1.3,100000,1000000,0.41383,81914757
mo,1.4,100000,1000000,0.400438,82457331
mo,1.5,100000,1000000,0.393874,83417205
mo,2,100000,1000000,0.400624,91738101
hilbert,,100000,1000000,0.57019,87380562
mo,0.5,100000,1000000,0.443,116546152
mo,1.0,100000,1000000,0.401649,83388914
mo,1.1,100000,1000000,0.390343,82151934
mo,1.2,100000,1000000,0.407663,81721156
mo,1.3,100000,1000000,0.398069,81835378
mo,1.4,100000,1000000,0.403799,82382524
mo,1.5,100000,1000000,0.401097,83419156
mo,2,100000,1000000,0.385319,91747872
hilbert,,100000,1000000,0.581502,87425958
mo,0.5,100000,1000000,0.452556,116532552
mo,1.0,100000,1000000,0.411135,83385764
mo,1.1,100000,1000000,0.399971,82140990
mo,1.2,100000,1000000,0.398428,81738282
mo,1.3,100000,1000000,0.386905,81834994
mo,1.4,100000,1000000,0.382372,82444054
mo,1.5,100000,1000000,0.384867,83339998
mo,2,100000,1000000,0.379672,91703220
hilbert,,100000,1000000,0.575005,87452397
mo,0.5,100000,1000000,0.45894,116563278
mo,1.0,100000,1000000,0.415924,83392457
mo,1.1,100000,1000000,0.402919,82198838
mo,1.2,100000,1000000,0.403941,81693546
mo,1.3,100000,1000000,0.398564,81858768
mo,1.4,100000,1000000,0.380469,82430082
mo,1.5,100000,1000000,0.394752,83404454
mo,2,100000,1000000,0.399527,91713637
hilbert,,100000,1000000,0.584106,87506162
mo,0.5,100000,1000000,0.439304,116549819
mo,1.0,100000,1000000,0.422334,83391870
mo,1.1,100000,1000000,0.396491,82186811
mo,1.2,100000,1000000,0.386304,81749878
mo,1.3,100000,1000000,0.390635,81904720
mo,1.4,100000,1000000,0.416685,82543935
mo,1.5,100000,1000000,0.413323,83330735
mo,2,100000,1000000,0.387055,91767147
hilbert,,100000,1000000,0.59313,87396848
mo,0.5,100000,1000000,0.480728,116552502
mo,1.0,100000,1000000,0.398263,83375734
mo,1.1,100000,1000000,0.416572,82209296
mo,1.2,100000,1000000,0.430013,81751930
mo,1.3,100000,1000000,0.402256,81886170
mo,1.4,100000,1000000,0.390978,82442972
mo,1.5,100000,1000000,0.400082,83408382
mo,2,100000,1000000,0.383208,91836608
